Bedrooms,Bathrooms,LivingSQFT,Age,DistToWH,LotSize,ListingType,Floors,CountySchool,Garage,Price
4,2,1932,51,31886.80697,0.2,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,535000
3,3,1490,64,25459.69754,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,529900
3,4,1600,28,30425.55726,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,510000
4,4,2284,42,24225.10966,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,499888
1,1,700,31,28580.79718,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,214900
1,1,556,14,29069.39677,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,1,199500
5,4,2473,40,27080.19205,0.53,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,799999
5,3,2720,56,19635.18628,1.71,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,765000
3,4,2100,18,18818.88628,0.07,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,689950
4,4,2880,43,26194.74218,0.69,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,685000
3,4,2572,30,24048.38277,0.09,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,648000
4,3,2819,37,25016.34036,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,644900
4,2,2127,43,23640.64578,0.31,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,589888
4,2,2068,36,25549.40177,0.21,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,540000
3,4,1600,9,28820.36547,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,525000
3,3,1895,59,26123.78698,0.27,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,499990
3,3,1056,43,19309.98234,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,415000
6,5,5410,0,11755.16259,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1650000
3,4,2935,0,17603.56011,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,744175
3,4,3216,13,24829.20926,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,675000
3,4,1888,36,26918.34086,0.17,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,615000
4,3,1409,47,24412.96657,0.27,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,609000
3,2,1764,70,15924.83934,0.24,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,530000
3,4,1748,32,29512.1622,0.07,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,500000
4,4,2198,48,26857.91682,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,575000
4,3,1618,54,22564.89221,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,649900
4,3,2592,52,22290.08965,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,639900
2,2,1184,14,16892.19019,0,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,499990
2,2,1242,22,30854.42345,0,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,318000
4,5,4046,67,18629.23882,1,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,948500
4,5,6603,14,20851.10767,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1299000
4,3,2200,31,29571.04137,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,487300
3,4,1220,35,25680.79639,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,439000
6,6,6085,13,31288.53372,0.83,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1475000
6,5,5292,15,18262.54648,0.72,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1099000
4,5,6416,16,27769.34018,0.31,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1069000
4,3,2574,57,20306.86976,0.25,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,749999
3,4,2016,13,24775.63761,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,659900
4,3,2516,36,24855.53531,0.74,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,639990
3,2,1944,75,24059.87693,0.44,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,595000
3,4,2205,21,29721.90417,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,589900
3,4,2127,41,25120.10512,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,469500
6,6,5314,8,28315.88748,0.23,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1050000
5,6,4901,23,25209.5477,1.14,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,800000
4,4,3329,23,31875.98091,0.19,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,720000
5,4,2187,41,24388.36368,0.3,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,689000
4,3,1519,55,21088.40482,0.41,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,629900
4,2,2372,64,22831.85434,0.26,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,549000
2,3,1670,22,29547.47689,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,419900
4,3,2377,42,27377.92832,0.46,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,719900
4,4,2769,38,23105.53687,0.64,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,699900
3,3,1886,33,21595.42365,0.13,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,680000
4,4,2200,21,31067.34079,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,599000
4,3,2672,65,24949.32868,0.44,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,574980
4,4,3583,0,22825.93143,0.21,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,990900
5,4,2550,19,19562.75092,0.19,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,815000
5,5,3583,0,24267.6284,0.38,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1195000
4,4,2224,31,29747.59036,0.08,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,495000
2,2,977,51,31329.82176,0,Condo/Townhome,1,PRINCE WILLIAM COUNTY PUBLIC SCHOOLS,0,169900
6,5,4100,0,22921.35032,0.47,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1103850
3,4,4077,39,21804.54903,0.12,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,650000
4,5,4230,17,27378.50858,0.5,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1090000
3,4,1608,35,29960.46021,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,485000
5,4,4650,0,22552.57566,0.39,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1354900
5,5,3420,20,23344.25788,0.17,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1089000
4,3,3590,58,19511.19825,1.08,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,900000
4,4,4814,41,27386.34636,0.53,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,799900
6,4,3812,63,24937.43693,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,799000
5,3,2608,57,20568.35594,0.46,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,775000
4,3,2016,37,25465.40547,0.18,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,575000
4,4,1884,7,17278.5802,0.02,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,850000
5,4,3768,67,22924.05471,0.75,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,809900
4,3,2475,35,26800.38209,0.36,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,729900
3,4,1986,41,19578.92618,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,525000
3,4,1464,17,27216.75574,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,525000
3,3,1438,21,29609.16687,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,485000
5,5,3742,31,31373.31967,0.31,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,789000
4,2,1875,65,25390.38553,0.19,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,509900
3,3,1464,13,20964.28266,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,499950
4,2,1875,66,25278.19632,0.24,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,450000
4,3,2309,55,21161.34756,0.38,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,569750
6,5,4759,19,23236.67826,0.15,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1050000
4,4,3856,19,32102.4147,0.41,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,899990
3,2,2058,64,27817.05829,0.5,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,524999
5,5,3852,6,15060.6593,0.83,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1599000
5,6,5264,10,23450.82533,1,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,4,885000
4,3,2511,55,19326.75942,0.49,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,810000
4,3,3196,47,22218.23078,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,749900
4,4,3165,5,24920.96427,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,799900
3,4,2962,6,24914.57394,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,693000
5,2,3028,68,19157.02317,0.57,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,667500
3,3,1187,41,25839.31883,0.14,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,499000
3,1,936,65,24382.89737,0.31,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,429000
1,1,827,14,16892.19019,0,Condo/Townhome,1,FAIRFAX COUNTY PUBLIC SCHOOLS,2,369900
4,3,2468,53,18450.4133,0.48,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1225000
5,6,6957,23,30392.74891,0.37,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,999000
5,4,1344,52,19266.28268,0.29,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,699990
3,4,2154,12,29245.5163,0.07,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,600000
5,5,1658,0,22054.40863,0.54,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1499000
4,3,3095,33,24963.53576,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,745000
6,3,3015,58,24714.62752,0.47,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,629900
4,4,4241,19,29038.2292,0.21,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1049000
5,5,6450,27,31764.93466,0.34,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,899990
5,5,3227,61,23570.0307,0.54,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,850000
3,4,2295,47,24245.96579,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,519900
4,5,3118,22,31294.9785,0.23,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,839000
6,7,7032,0,12448.5491,0.3,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1835000
4,3,2756,52,31845.82135,0.27,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,525000
4,3,3237,55,20303.23994,0.27,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,775000
7,8,8354,0,14177.7133,0.33,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,2299000
5,5,2754,4,24629.82729,0.06,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,899000
4,3,1590,50,24164.56843,0.27,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,585000
3,4,2242,21,26894.7057,0.05,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,559000
4,3,1974,52,26044.57074,0.35,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,559900
3,2,1315,72,23275.45458,0.27,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,575000
4,2,1144,63,23895.62907,0.3,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,439900
3,2,2473,91,19381.68509,0.46,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,800000
4,4,1849,36,23490.19819,0.32,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,619888
4,5,2710,20,23346.36552,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,785000
4,4,2502,19,19583.84317,0.12,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,755000
3,4,1452,46,14463.4859,0.03,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,459700
5,5,4873,15,21199.19867,1.07,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1299000
6,5,5714,53,21656.8615,0.92,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1248000
4,5,3234,31,28120.08545,0.34,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,949900
3,2,1092,64,21400.55235,0.58,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,675000
5,4,4678,6,24987.32026,0.13,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,925000
5,5,3620,0,24959.26008,0.17,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,809900
3,3,2272,67,25830.82451,0.22,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,559900
4,5,3298,20,23426.7026,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,825000
4,2,2300,47,33301.81433,5.73,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,699000
4,3,2552,59,22546.83053,0.58,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,600000
5,5,3322,18,29171.32498,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,993000
4,2,2528,64,27948.65037,0.51,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,625000
4,3,2000,51,23465.87955,0.26,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,546000
5,5,4244,38,24419.32193,1.01,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,939990
4,3,2208,53,26039.71191,0.35,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,450000
5,7,7731,16,26643.66169,1.73,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1650000
4,4,4666,0,25858.55077,1,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1413900
6,5,6232,5,18983.81778,0.58,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,5,1349000
3,3,1788,35,22314.6217,0.22,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,564900
7,7,6049,0,10848.46729,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1999000
5,5,5468,0,14594.23868,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1350000
5,5,5600,0,23880.98834,0.52,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1295000
4,3,2436,39,29641.9646,5,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,2,675000
6,7,7399,0,14355.31538,0.28,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,2389995
5,5,6500,0,11402.77668,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1799000
6,5,3687,20,16647.3721,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1176000
6,4,3040,69,15317.59768,0.43,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,545000
5,5,1578,61,19558.6443,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,735000
4,4,3741,34,27710.79572,0.83,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,929000
5,7,7223,0,15358.62204,0.39,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1295000
4,4,2190,41,26382.83519,0.06,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,777000
4,5,3913,43,18117.79651,0.68,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1700000
3,3,2520,51,30670.7089,0.24,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,578000
6,5,5030,27,27271.14197,0.45,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1144000
7,12,15000,5,24674.12697,7.97,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,4,6680000
6,7,6739,0,29158.94365,1.12,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1399000
4,4,2804,39,29805.0672,0.62,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,699900
3,3,4496,14,23116.76255,0.32,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,899900
5,6,4800,1,30246.79119,0.62,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1099000
5,5,5030,64,11801.59066,0.91,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1825000
3,4,2408,4,24863.4702,0.04,Condo/Townhome,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,694000
3,4,1600,42,21991.50511,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,579000
6,6,6178,0,10967.8572,0.34,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1875000
4,4,3583,0,22793.38026,0.18,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1078911
4,4,3397,0,18243.41815,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1299900
2,2,1392,34,28653.34312,0,Condo/Townhome,2,FAIRFAX COUNTY PUBLIC SCHOOLS,0,265000
4,4,2025,40,21603.24981,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,614977
5,6,6523,0,24334.93343,2.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1499900
5,5,4375,15,13609.16566,0.24,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1390000
3,3,1781,53,20846.20061,0.89,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,650000
4,4,4588,23,17549.08,0.34,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1099000
7,10,10173,3,29734.78957,1.72,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,4,2195000
5,4,2556,83,13358.93098,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,865000
4,2,1896,67,25373.99276,0.87,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,1,1590000
6,6,3000,0,11453.59217,0.26,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1488995
6,5,4339,1,23365.76424,0.21,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,889900
5,5,6300,23,24436.88067,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,825000
4,4,3356,30,31168.99395,4.62,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,869000
4,2,1582,78,25060.48714,0.34,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,580000
4,4,3217,1,31113.7801,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1165000
6,4,3200,1,31150.26532,0.25,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1119000
4,4,3087,1,31088.00343,0.31,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,984900
4,4,2827,37,28136.90499,0.44,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,619500
4,4,3611,0,19340.50407,0.73,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1119900
4,3,3462,35,27708.60594,0.78,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,775000
4,6,7264,0,23891.38782,0.84,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1899900
4,6,5352,0,23913.40848,0.94,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1594900
4,4,3542,1,16472.67662,0.22,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,850000
5,6,5800,1,27612.99423,1,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1418000
5,5,5600,1,23880.98834,0.5,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1275000
4,4,3180,0,22913.58249,0.62,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,995900
4,3,1440,53,19297.03684,0.27,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,589900
5,5,4389,1,25162.88316,0.2,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,926990
4,4,2222,41,21419.21416,0.21,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,599900
4,5,4764,0,16623.52396,0.66,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1449900
5,5,6700,25,24299.91831,1.85,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1425000
4,6,5352,0,33202.16985,5,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1069900
6,4,3600,32,35929.3477,0.23,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,653000
6,5,5857,13,22185.76708,0.64,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,964000
4,3,4000,18,26192.15667,0.07,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,559000
5,6,7020,22,16566.16551,0.5,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,4,1750000
5,4,99999,42,19863.98605,0.36,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,895000
4,4,3022,72,15888.73677,1.68,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,1,1350000
1,1,1300,74,28428.03359,1,Single Family,1,FAIRFAX COUNTY PUBLIC SCHOOLS,0,2000000
5,5,5312,1,16530.53492,0.6,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,0,1493140
4,6,5352,0,28413.08639,0.86,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1680900
5,7,12000,10,24153.36451,2.83,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,4,3697000
4,6,6719,0,32984.0813,1.59,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,1110000
4,4,3424,1,26968.97054,5,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,2,1349000
4,2,1180,64,22190.9445,0.74,Single Family,2,FAIRFAX COUNTY PUBLIC SCHOOLS,1,500000
4,6,6246,1,30368.01746,5.95,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,5,2167485
5,8,8000,2,16714.79273,3.39,Single Family,3,FAIRFAX COUNTY PUBLIC SCHOOLS,3,4975000
